Iter,Train,Val_G,Val_L,Loss_Class,Loss_Box_Reg,Loss_Objectness,Loss_RPN_Box_Reg,AP50:95,AP50,AP75
1,1.614477515220642,1.3122503093310764,1.2587087154388428,0.4041931629180908,0.005919218994677067,0.6876099109649658,0.16098643839359283,4.453218935086912e-07,4.453218935086912e-06,0.0
127,0.6447390913963318,1.0292989368949617,0.7637526988983154,0.41689497232437134,0.19326406717300415,0.13174399733543396,0.02184974029660225,0.06761092931726964,0.1689655904275807,0.04191629534857397
254,0.882307767868042,0.9008687700544085,0.6750215291976929,0.3475910723209381,0.2511999309062958,0.05888545513153076,0.017345033586025238,0.23051049063051351,0.5542832955524324,0.14496435969669452
381,0.5987274646759033,0.811097163600581,0.5777780413627625,0.2780812978744507,0.2388090342283249,0.03556962311267853,0.02531810663640499,0.2918397957365357,0.710953777536679,0.1830047647666712
508,0.7131006717681885,0.7483625675099237,0.5584312677383423,0.28715160489082336,0.22114431858062744,0.03625015541911125,0.013885105960071087,0.3870781623129525,0.7975489929652774,0.3161315739624655
635,0.5092586278915405,0.6970529852168901,0.4929683208465576,0.250362366437912,0.20895901322364807,0.02060551382601261,0.01304143201559782,0.40418491802218126,0.839662263107438,0.3197727949382877
762,0.4383648931980133,0.6568796603655328,0.47050437331199646,0.23240211606025696,0.20403464138507843,0.015554787591099739,0.018512818962335587,0.40927282695758854,0.8601712786091681,0.33091305361603934
889,0.5016418099403381,0.6238311242844378,0.44163236021995544,0.21950829029083252,0.19417044520378113,0.015949446707963943,0.01200417522341013,0.451656701461804,0.875799890310848,0.4070527141806413
1016,0.49037760496139526,0.5981462916921055,0.4577001929283142,0.22760196030139923,0.20287716388702393,0.01388491690158844,0.013336208648979664,0.45723921108401433,0.8843283136317204,0.41365761377161275
1143,0.5053232312202454,0.5736661006297384,0.4091013967990875,0.20188334584236145,0.17921070754528046,0.015329860150814056,0.012677496299147606,0.4727603503652111,0.892535045597452,0.43372752588925406
1270,0.3702181577682495,0.5534727902962016,0.3998473286628723,0.20252902805805206,0.17662307620048523,0.009222621098160744,0.011472560465335846,0.47560569984971884,0.9017894765703686,0.4447985704857536
1397,0.3702595829963684,0.5358317219962676,0.3883500397205353,0.20159676671028137,0.16959114372730255,0.0069334181025624275,0.010228758677840233,0.4885829418578024,0.9189123598362574,0.469034611778893
1524,0.4052892029285431,0.5209616041772969,0.39371562004089355,0.1918601393699646,0.18477460741996765,0.006960579659789801,0.010120289400219917,0.4830275193528595,0.9021273312283205,0.4552195222159423
1651,0.3431490659713745,0.509119364953771,0.40556079149246216,0.20837756991386414,0.17274729907512665,0.007085082586854696,0.017350811511278152,0.4952626528030679,0.9124595960167249,0.4840451999150561
1778,0.24271175265312195,0.49789307915029074,0.3818356692790985,0.1915699541568756,0.17108184099197388,0.007465006317943335,0.011718827299773693,0.4915404887301528,0.8969797349016015,0.4820991790931123
1905,0.22565387189388275,0.4858578768425754,0.3551943600177765,0.17011035978794098,0.16463962197303772,0.007897409610450268,0.01254698634147644,0.5118265303668915,0.9215110484875968,0.5118617801359316
2032,0.25492116808891296,0.47630702192042057,0.3622487485408783,0.18078479170799255,0.15954431891441345,0.008433455601334572,0.013486191630363464,0.5005747120926505,0.9256153866671291,0.47697197854291046
2159,0.313656747341156,0.4674550175785072,0.3718535304069519,0.18259069323539734,0.17186620831489563,0.0075090848840773106,0.009887558408081532,0.49724923320076414,0.924375854874008,0.4730011725431354
