Iter,Train,Val_G,Val_L,Loss_Class,Loss_Box_Reg,Loss_Objectness,Loss_RPN_Box_Reg,AP50:95,AP50,AP75
1,1.6335797309875488,1.453879804270608,1.4538798332214355,0.524195671081543,0.029068170115351677,0.6620412468910217,0.23857481777668,3.905716015388521e-06,1.9528580076942606e-05,0.0
127,0.7143720388412476,1.101498544216156,0.7491171956062317,0.3673190474510193,0.20446449518203735,0.15480199456214905,0.022531753405928612,0.08437610528628128,0.2127296985194433,0.04897612065486166
254,0.7261043190956116,0.9538106293905348,0.6584348082542419,0.32233959436416626,0.24977752566337585,0.05478949844837189,0.03152809664607048,0.22582355478455252,0.553965601122441,0.1355931629728433
381,0.6665171384811401,0.8544562300401074,0.5563930869102478,0.2952619194984436,0.21089008450508118,0.033992890268564224,0.01624813675880432,0.3048522539305121,0.7067411230613314,0.20550978758921368
508,0.5275837182998657,0.7767478258269174,0.46591416001319885,0.24084331095218658,0.19119952619075775,0.021136853843927383,0.01273457519710064,0.38996895434028556,0.8032088670570843,0.31635766750706196
635,0.46559733152389526,0.7153176126025972,0.4081665277481079,0.20708473026752472,0.17175626754760742,0.017857568338513374,0.011467978358268738,0.4356268006830416,0.8499440696820395,0.39050007412087845
762,0.4822840094566345,0.6677877014084738,0.38260823488235474,0.19295945763587952,0.1653597205877304,0.01214282400906086,0.012146244756877422,0.4564124730598923,0.8764459601699583,0.4136233147994762
889,0.5001780986785889,0.6387501740828156,0.4354875087738037,0.23607119917869568,0.1573730856180191,0.02422388084232807,0.017819328233599663,0.4659329887269727,0.8926427302434056,0.4311114536210793
1016,0.4311515688896179,0.6155268640035675,0.42974036931991577,0.23662829399108887,0.16847644746303558,0.011783006601035595,0.012852653861045837,0.4852777686147637,0.897036197196111,0.47007505116374165
1143,0.36920255422592163,0.5918751705757209,0.3790099322795868,0.188848614692688,0.1683630794286728,0.009447917342185974,0.012350333854556084,0.4801139085118827,0.9097300450361527,0.44433259210388043
1270,0.4147581458091736,0.5705406921831044,0.3571958541870117,0.17674820125102997,0.15699800848960876,0.01010298915207386,0.013346744701266289,0.47762778181228743,0.9100790325763863,0.44543323395147194
1397,0.3127461075782776,0.5535575883374327,0.36674338579177856,0.19157655537128448,0.15448515117168427,0.010572835803031921,0.010108877904713154,0.511790039003369,0.9306430407829501,0.5171119613396681
1524,0.3549935221672058,0.5367637667518396,0.33523792028427124,0.16747060418128967,0.14881093800067902,0.008284930139780045,0.010671433992683887,0.5081450993425689,0.9278278287809063,0.4965785379677714
1651,0.3047090470790863,0.5223129154011912,0.334451824426651,0.16313502192497253,0.15535148978233337,0.00646628113463521,0.009499034844338894,0.5060885218622393,0.9245456152233572,0.4997938550913624
1778,0.3214052617549896,0.5113880669502985,0.3584401607513428,0.18742159008979797,0.15273374319076538,0.008707071654498577,0.009577780961990356,0.4883223163118867,0.9282522050299802,0.44972206005556487
1905,0.28922343254089355,0.5023159444598215,0.36623409390449524,0.18904365599155426,0.15252210199832916,0.01556650921702385,0.009101844392716885,0.4965083378542102,0.9308500550435865,0.481412853129727
2032,0.2738700211048126,0.49405865402532223,0.36194202303886414,0.20174697041511536,0.14123181998729706,0.008817463181912899,0.010145757347345352,0.5003738396337161,0.9316136279909429,0.4808028251023451
2159,0.2503734827041626,0.4843663800921705,0.31959769129753113,0.16328904032707214,0.13147683441638947,0.010315232910215855,0.014516614377498627,0.5325557651662404,0.9317946569126265,0.54836701731887
2286,0.30415722727775574,0.4786774357234625,0.376276433467865,0.1975087672472,0.15723109245300293,0.00979581568390131,0.011740765534341335,0.467623654042228,0.9241765827618403,0.4020333287814422
2413,0.2054838240146637,0.4699277229287795,0.30368319153785706,0.15078215301036835,0.12608252465724945,0.014040795154869556,0.012777688913047314,0.5405309958712181,0.9358011379779659,0.5620461489366757
2540,0.22137589752674103,0.46146621683827876,0.2922360897064209,0.13780812919139862,0.13231272995471954,0.010287784971296787,0.01182742603123188,0.5229073502744588,0.9459900202344566,0.5204748743088702
2667,0.18352821469306946,0.4542152830435858,0.30194565653800964,0.15073105692863464,0.1297810971736908,0.012678472325205803,0.00875500962138176,0.5428922532850913,0.9382281190909307,0.5708053757348769
2794,0.18967929482460022,0.4471130221526815,0.2908633053302765,0.13959376513957977,0.13223367929458618,0.010481170378625393,0.008554678410291672,0.5446922156852628,0.9357730908503354,0.5638886549107396
2921,0.16589157283306122,0.44049611093831204,0.28830716013908386,0.14375551044940948,0.12391843646764755,0.012149141170084476,0.008484086021780968,0.5542047186365748,0.9371884515185576,0.5860630446667727
3048,0.18460819125175476,0.43474272277099746,0.296661376953125,0.13992810249328613,0.13216447830200195,0.010955527424812317,0.013613288290798664,0.5112027269377102,0.9376348123583614,0.48395823349895584
3175,0.14087612926959991,0.429434689408639,0.2967338562011719,0.14741234481334686,0.12525232136249542,0.013892803341150284,0.010176369920372963,0.5400569562654935,0.93701081793646,0.5704688660773601
3302,0.15760019421577454,0.42496216732752384,0.3086766302585602,0.15324053168296814,0.1263265758752823,0.018892347812652588,0.010217146016657352,0.5441384439870671,0.9372117125609819,0.5695203804890305
3429,0.13947880268096924,0.41998393869369616,0.28557178378105164,0.13610517978668213,0.11979958415031433,0.02050234191119671,0.009164677001535892,0.5567390713805888,0.9289737286154821,0.6081729853207449
3556,0.14854390919208527,0.415429824374139,0.2879146337509155,0.13154847919940948,0.12890462577342987,0.016328029334545135,0.011133462190628052,0.5350287833128258,0.9362884289892112,0.5489547495975027
3683,0.1350158154964447,0.4110274190420196,0.2833576798439026,0.13721220195293427,0.1216413751244545,0.013987196609377861,0.010516888462007046,0.5591617240893688,0.9393468616897581,0.6049063744919322
3810,0.12486286461353302,0.4063512996663146,0.2660677134990692,0.12401733547449112,0.11942850053310394,0.013490627519786358,0.009131274186074734,0.565953576761116,0.9404042765469411,0.6102777938285461
3937,0.10878060013055801,0.4024568083429975,0.28172755241394043,0.1354963332414627,0.12320449203252792,0.013888880610466003,0.009137866087257862,0.5545397238372656,0.9397756536809502,0.5867885094723562
4064,0.11988774687051773,0.39915959758934005,0.2936488687992096,0.1436316967010498,0.12253335863351822,0.017697861418128014,0.009785945527255535,0.5544132668415166,0.9395875148640531,0.5933580523474619
4191,0.11931686103343964,0.3958420990207115,0.28636467456817627,0.13347770273685455,0.12503351271152496,0.01666557975113392,0.011187831871211529,0.5550760403652172,0.9404784635170546,0.5864774751197745
4318,0.1130482405424118,0.3923991117580813,0.2753375768661499,0.13140864670276642,0.11863226443529129,0.015912944450974464,0.00938370730727911,0.5649443104198085,0.9497955260915181,0.6116862000765286
4445,0.10162939131259918,0.38964179288004597,0.2931356430053711,0.14549224078655243,0.1230313703417778,0.01583094336092472,0.00878105778247118,0.5541901088539166,0.9406846761154615,0.5908749667258979
4572,0.09078891575336456,0.3866439624297573,0.27872204780578613,0.1320030689239502,0.11907457560300827,0.014465861953794956,0.013178566470742226,0.5421125300313976,0.9482936701939837,0.5559100870932204
4699,0.08079700917005539,0.38340937602228686,0.26372969150543213,0.12243349850177765,0.11767025291919708,0.015122255310416222,0.008503671735525131,0.5665085777637863,0.949474809462721,0.6207779635700542
4826,0.09455277025699615,0.3809075048718697,0.2858363687992096,0.1370704621076584,0.11905111372470856,0.018729278817772865,0.010985546745359898,0.5622185121433615,0.938648195442448,0.6124780883129429
4953,0.07680828124284744,0.3782814128510654,0.27586379647254944,0.1298380196094513,0.11900769919157028,0.018191637471318245,0.008826462551951408,0.5591873644839223,0.9404936122397651,0.5971796166176755
5080,0.08307574689388275,0.3760461764909872,0.28663671016693115,0.14115795493125916,0.11920562386512756,0.01696029305458069,0.009312872774899006,0.5576736015158533,0.9501814067428351,0.5953069958124249
5207,0.08954354375600815,0.3736712416925398,0.2762988805770874,0.1227855309844017,0.12313012033700943,0.019332677125930786,0.011050577275454998,0.5499301629570558,0.9393546281374812,0.5855981799857715
5334,0.07786677032709122,0.37153391816291303,0.2817663550376892,0.1340792328119278,0.12055313587188721,0.01853598654270172,0.008597984910011292,0.5651028758566962,0.9504645807199551,0.615540266223521
5461,0.08304470777511597,0.36937484093881273,0.2765345275402069,0.1305740475654602,0.12018381059169769,0.01718181185424328,0.00859486497938633,0.5660708524122853,0.9488893274859321,0.6000864255536817
5588,0.0670357346534729,0.3671366684398954,0.2686571180820465,0.12960483133792877,0.11384432762861252,0.01593262143433094,0.009275301359593868,0.5706170377772009,0.950099683689274,0.6259319949201516
5715,0.0739610567688942,0.3652834636593087,0.2818892300128937,0.13149449229240417,0.12005589157342911,0.02130262739956379,0.00903624203056097,0.5674252028325655,0.9387957786007971,0.6177655310132049
5842,0.06641680002212524,0.3637542052720999,0.29340827465057373,0.1402224451303482,0.12212026864290237,0.021168015897274017,0.009897596202790737,0.5498746201093143,0.9398473664661716,0.5801355707652972
5969,0.06386546790599823,0.3619981110805557,0.27946168184280396,0.13812215626239777,0.11519606411457062,0.017401499673724174,0.008741963654756546,0.5751786805882346,0.9503572005104077,0.6354259067578991
6096,0.07050635665655136,0.3607161920094108,0.29918399453163147,0.14530588686466217,0.12146032601594925,0.023351626470685005,0.009066231548786163,0.5551375777321258,0.9395014459826323,0.5999319634826572
6223,0.06712343543767929,0.35920994151490077,0.28540369868278503,0.13929297029972076,0.11564450711011887,0.021820398047566414,0.008645772933959961,0.568573792572072,0.9510173439577285,0.6292938210400397
6350,0.072097048163414,0.3577138269878402,0.2829081118106842,0.13844601809978485,0.11475791782140732,0.020806526765227318,0.00889764353632927,0.5617636629981705,0.9412353963178055,0.5987587463897449
6477,0.07278024405241013,0.3562033774924802,0.2791704535484314,0.1351046860218048,0.11746470630168915,0.0174767654389143,0.00912431813776493,0.564882607369218,0.9500981618943598,0.6132778688040111
6604,0.06222396343946457,0.3548541817563081,0.28469598293304443,0.1411740928888321,0.11269529163837433,0.022191345691680908,0.008635259233415127,0.5735401779742892,0.9404241924247054,0.6310504302397948
6731,0.05691029876470566,0.35364519444604714,0.28956887125968933,0.1374574452638626,0.11708256602287292,0.02617519348859787,0.008853674866259098,0.5696820738867301,0.9495800153900755,0.6157568657934307
6858,0.06449919193983078,0.3524813087981243,0.2896314561367035,0.1372136026620865,0.11546096950769424,0.02532685548067093,0.011630087159574032,0.564069267215301,0.9524199813142177,0.6120308425473685
6985,0.052916817367076874,0.3513324365532976,0.28814446926116943,0.1421772539615631,0.11500388383865356,0.021077657118439674,0.009885664097964764,0.5660237497142764,0.9518761151159332,0.6094806833304275
7112,0.05396813154220581,0.3502008091985134,0.2868296802043915,0.14425840973854065,0.11329543590545654,0.020243989303708076,0.00903185922652483,0.5702211953462222,0.9514338712641592,0.6229705346486241
7239,0.05762795731425285,0.34934306314279295,0.3004515469074249,0.15506714582443237,0.11293420940637589,0.021099921315908432,0.011350282467901707,0.5593287899085758,0.9501707241920723,0.5921405795241972
7366,0.05458960682153702,0.34829579235819,0.2875541150569916,0.14217884838581085,0.11261605471372604,0.023529967293143272,0.009229202754795551,0.5772817591923107,0.9508237531942123,0.6261075789152253
7493,0.053831033408641815,0.34753716561943293,0.3027781546115875,0.15585081279277802,0.1178649514913559,0.020243778824806213,0.008818631991744041,0.568935327658232,0.9404013179678062,0.613497032717172
7620,0.05734516307711601,0.34665819326245534,0.29391980171203613,0.1459762454032898,0.11410936713218689,0.025133857503533363,0.008700395002961159,0.5760950707490491,0.9499417102081065,0.6241802643229728
7747,0.04868384450674057,0.345636261192747,0.28329840302467346,0.13925801217556,0.11360581964254379,0.02177298255264759,0.00866156816482544,0.573928746992671,0.940405639507833,0.6264019290996253
7874,0.060366131365299225,0.344820173954815,0.29422274231910706,0.1487092524766922,0.11272992938756943,0.023230785503983498,0.00955278892070055,0.5740744560703751,0.9515867995628636,0.6299580690373905
8001,0.0543024055659771,0.34414962623268364,0.3019051253795624,0.15745392441749573,0.1146024838089943,0.021147413179278374,0.008701304905116558,0.5719580592314242,0.9508120336827326,0.6204008361957284
8128,0.05036356300115585,0.3435402073457346,0.3045373558998108,0.1580607146024704,0.114482581615448,0.023123769089579582,0.00887030828744173,0.5708653194733608,0.95128753451823,0.6194396738521035
8255,0.053176186978816986,0.3425573080149177,0.2786688804626465,0.1337222158908844,0.11483355611562729,0.021290116012096405,0.008822968229651451,0.5752197303715638,0.9510924484629097,0.6227648978551458
8382,0.05403798818588257,0.34195075150269433,0.30191805958747864,0.14813335239887238,0.11429357528686523,0.029489882290363312,0.010001219809055328,0.5731000303703393,0.9515388508567123,0.6216384441462196
8509,0.05801007151603699,0.34132598122472274,0.2994663715362549,0.14950069785118103,0.11579612642526627,0.02521609701216221,0.008953466080129147,0.5703810616453044,0.9414362196462011,0.620249402953774
8636,0.04795191437005997,0.34069421443910824,0.29773402214050293,0.14848358929157257,0.11476147174835205,0.025761544704437256,0.008727474138140678,0.5741984182380626,0.9511496159003353,0.6254363356308079
8763,0.05358331277966499,0.340005354247227,0.29247400164604187,0.1460116058588028,0.11467460542917252,0.0223525557667017,0.009435232728719711,0.5755270142445156,0.9528390738055713,0.6422556658890531
8890,0.04090806841850281,0.33950500083371427,0.30448028445243835,0.15794450044631958,0.11290478706359863,0.024338170886039734,0.009292804636061192,0.5630457116230444,0.9489137986739307,0.6166776698305911
9017,0.04854175075888634,0.3388567000745781,0.2928273379802704,0.1438572108745575,0.11400917917490005,0.02571091800928116,0.009250061586499214,0.5738725719618744,0.9501517680500132,0.6346620424925861
9144,0.04702381044626236,0.33846127803195014,0.30999091267585754,0.15928758680820465,0.11495713144540787,0.026211468502879143,0.009534711949527264,0.5681368761291581,0.9421805334568698,0.6200190522178614
9271,0.04904753342270851,0.3380001894755713,0.3043407201766968,0.15333421528339386,0.11343841254711151,0.0285105612128973,0.009057524614036083,0.573203438827201,0.9517141716098507,0.6282126757707881
9398,0.04767714440822601,0.33757510301186927,0.3061186671257019,0.15628774464130402,0.11357913166284561,0.02743661403656006,0.008815222419798374,0.5695983962013473,0.9496805678243385,0.6288469554230449
9525,0.04356365650892258,0.33722531476751305,0.31099119782447815,0.16068613529205322,0.11929826438426971,0.021828757598996162,0.009178044274449348,0.5632467478872126,0.9423529809873813,0.5947504661892922
9652,0.04408498853445053,0.3368903780870955,0.3114352226257324,0.16538357734680176,0.11585845798254013,0.02061479166150093,0.009578334167599678,0.5733312194230751,0.9504182059541492,0.6226277686966996
9779,0.04724244028329849,0.3366711656416292,0.3197917938232422,0.17239545285701752,0.11289603263139725,0.025340141728520393,0.009160171262919903,0.5649187465021653,0.9423278331116847,0.601170059072748
9906,0.04253465682268143,0.3363952678660264,0.3148753046989441,0.1661708652973175,0.11555596441030502,0.023607494309544563,0.009540913626551628,0.5656472619173831,0.941359176038007,0.6120413989249037
10000,0.04526907205581665,0.3359215370738613,0.29849687218666077,0.14996810257434845,0.11396995186805725,0.025436902418732643,0.009121834300458431,0.5717238878810418,0.9414510311871854,0.626512585019174
