Iter,Train,Val_G,Val_L,AP50:95,AP50,AP75
1,1.6518338918685913,1.4819666658129012,1.4323378801345825,5.512800723279455e-06,2.677646065592878e-05,0.0
254,0.518412172794342,1.0083446687885693,0.5343044400215149,0.44326882536202056,0.8972440382210497,0.3578838285758503
508,0.3597993850708008,0.8050762075753439,0.4071880280971527,0.5909257548022882,0.9481321578447572,0.6832529852823874
762,0.22732077538967133,0.6655290737215962,0.2504294812679291,0.6604589309196337,0.9630864825047787,0.7896980314494206
1016,0.19418177008628845,0.5764404371380806,0.22860100865364075,0.6797859684540031,0.9559956800559074,0.8200880551270139
1270,0.15793059766292572,0.5123777375689574,0.20142178237438202,0.6909303076571373,0.9665721552172436,0.8307870059949921
1524,0.19372454285621643,0.4647750581253548,0.19179785251617432,0.70175162735102,0.9672278821005394,0.8368170912820848
1778,0.15184944868087769,0.42854221766548495,0.1833425909280777,0.6787967312597664,0.9650640247892726,0.8155243915036272
2032,0.1300322413444519,0.39830556682177953,0.1600678414106369,0.7323911244812108,0.9683152374673828,0.8800352729255245
2286,0.15030403435230255,0.3745619692972728,0.17378738522529602,0.7130275641843415,0.9676828430335935,0.8336052148355813
2540,0.10962286591529846,0.3537306071005084,0.15564613044261932,0.7426364155572527,0.9686260010751949,0.8814283284635418
2794,0.09010027348995209,0.33598024560404677,0.1424594670534134,0.7433785002426313,0.9762938740278957,0.8744497390249162
3048,0.12089677900075912,0.32090932698203967,0.15120047330856323,0.7361374249782197,0.9644600774760214,0.8549172183115066
3302,0.07715228199958801,0.30756172470140214,0.14304494857788086,0.7482089863659845,0.9686408346576797,0.8702837202921495
3556,0.11982109397649765,0.2958081148919605,0.14527785778045654,0.7483590250971074,0.9680325893027768,0.8756041097315962
3810,0.060323625802993774,0.2849502735006224,0.12827691435813904,0.7523627416348964,0.9771517470352002,0.8709479487587833
4064,0.06415659934282303,0.27554486521339716,0.12975209951400757,0.768608343251685,0.9681865867950078,0.8917022877829618
4318,0.10367927700281143,0.26725997814524266,0.13539806008338928,0.7553547976163261,0.9679507183148383,0.86725228301482
4572,0.08770827203989029,0.2602579536714724,0.140771746635437,0.7419665816208993,0.9682134405668621,0.8747684294014156
4826,0.06535916030406952,0.2529502372204193,0.12680642306804657,0.7586633228551412,0.9661465085945549,0.8754151964020377
5080,0.06662623584270477,0.2464901349602305,0.12985071539878845,0.776705193004724,0.9782188215361338,0.8808290492874461
5334,0.07377378642559052,0.24045602540642796,0.12105751037597656,0.7568125881384358,0.9657622952362175,0.8694414928001403
5588,0.05232587084174156,0.23553308765201464,0.13692393898963928,0.7612326195217332,0.9780128351608907,0.8714741283744243
5842,0.05186179280281067,0.23036118699902935,0.12170310318470001,0.765550651625863,0.9673876760523608,0.8587766648085112
6096,0.08353704959154129,0.22562409208927836,0.12216392904520035,0.7583756313966565,0.9675397789160206,0.8754848442855359
6350,0.05339423567056656,0.22154658281827694,0.1326790302991867,0.7594435090982429,0.9668728995105889,0.8671133350487065
6604,0.09878876060247421,0.21828675473296139,0.1356572061777115,0.7343447958115956,0.9709654804808276,0.8572712423706856
6858,0.05099468305706978,0.21494323600615775,0.12952283024787903,0.7481498675291468,0.9667024572856645,0.8513537462951357
7112,0.05770285427570343,0.21145563778912493,0.12149500846862793,0.7771682369910102,0.9687825007620823,0.8847838059721015
7366,0.09679010510444641,0.20827161537394637,0.11819209158420563,0.7643762809843015,0.9680041248155145,0.881605224302501
7500,0.07252843677997589,0.20540698652889597,0.11841873079538345,0.7570952677796453,0.9675132200364194,0.8690219734766269
