Iter,Train,Val_G,Val_L,AP50:95,AP50,AP75
1,1.6929314136505127,1.4216836043766568,1.3901302814483643,0.0,0.0,0.0
127,0.8591498136520386,1.0440031451838356,0.6995550394058228,0.1559257469127519,0.4360140762997775,0.0736125764240335
254,0.6733831167221069,0.8849431185495286,0.5914176106452942,0.26098062988306414,0.6489004078863462,0.14687755765470045
381,0.49189135432243347,0.7839572944811413,0.5350677967071533,0.33711761273977925,0.7583057773225729,0.24629151871346375
508,0.4424148201942444,0.7246952766180038,0.5267830491065979,0.32194652268764035,0.7835374916168589,0.18281850483468637
635,0.4780524671077728,0.6744801185670353,0.4689161777496338,0.41326100037221014,0.8383808559175445,0.36077141960780906
762,0.4342494308948517,0.6396430139030729,0.4719407558441162,0.3876995534184334,0.8546740423366376,0.28202961513792973
889,0.42403650283813477,0.6118781017937831,0.4591550827026367,0.42830398964294886,0.8502711961564662,0.3718027111074615
1016,0.35088101029396057,0.5900270652676386,0.4591602683067322,0.42918079179306284,0.8603511044204499,0.378040985607368
1143,0.31016093492507935,0.5670367396303586,0.4099358022212982,0.4637101520176062,0.8898075835312759,0.42976160060925306
1270,0.3266354501247406,0.550923035845354,0.43773430585861206,0.4528833993248722,0.8899799511392953,0.3960822688661689
1397,0.28019675612449646,0.5360152875915879,0.4336640238761902,0.44469678931706136,0.8836043540068624,0.38518080289304335
1524,0.23016312718391418,0.5222753968703878,0.4376300275325775,0.4724371218338812,0.888657788734274,0.4471922708095443
1651,0.2417849600315094,0.5097808576816198,0.40328699350357056,0.482772323785746,0.8993933632824654,0.4615846612662724
1778,0.37894943356513977,0.4999789023399353,0.4186556935310364,0.4844693513754842,0.8989721747294731,0.47203205173349183
1905,0.2510938048362732,0.492747725852366,0.43943968415260315,0.4372365895726263,0.8799140512623076,0.36051508033746893
2032,0.3169134557247162,0.4846741376679485,0.3954896926879883,0.47495191172621853,0.8975540342498138,0.4402615874704276
2159,0.22866325080394745,0.48008614631872326,0.45471978187561035,0.45934503683644873,0.8697352423829805,0.4280452651786467
2286,0.25160300731658936,0.47292865227935904,0.407423198223114,0.4936657622887408,0.9074824068862583,0.4857809594686699
2413,0.23406116664409637,0.4671028914941209,0.44024658203125,0.47617267471073704,0.8954664751940593,0.45475894898037106
2540,0.20489203929901123,0.4615925014323118,0.41254884004592896,0.4979984436416241,0.9009474930528323,0.49361094774845304
2667,0.20338496565818787,0.45606101274296834,0.39689600467681885,0.4915482104597719,0.8961899567687494,0.48500393779691087
2794,0.18484008312225342,0.4517635528808055,0.3972730040550232,0.4866942723771368,0.8966833531071894,0.47928512410430923
2921,0.11750371754169464,0.4475401389545628,0.4037264883518219,0.489655983499779,0.9078942284487185,0.48435784417876737
3048,0.15099671483039856,0.4445643477014133,0.4437318742275238,0.4757491174726272,0.8961171184359707,0.4363314402057207
3175,0.123061902821064,0.4423137085041502,0.4448890686035156,0.48130114490862874,0.8994144374519495,0.45011962615610124
3302,0.15109065175056458,0.4390287618236567,0.42686113715171814,0.4941264381072005,0.9013065973292717,0.4917649276055631
3429,0.1362929791212082,0.43555244868811294,0.4142027795314789,0.4941549801674605,0.9001527914598598,0.4832912571771169
3556,0.10636843740940094,0.43252300638430224,0.4002262055873871,0.4931557808015864,0.9017955895629808,0.4768408652342311
3683,0.11776922643184662,0.42989741773832413,0.42058712244033813,0.5040454656232025,0.8959472805649693,0.5164103389121981
3810,0.20286424458026886,0.42758260326039405,0.4301149249076843,0.49439397089103665,0.9090700888028337,0.4856499138755916
3937,0.1545129418373108,0.42519675875082613,0.4192119240760803,0.5051872140869184,0.9098359725999481,0.5011958220079924
4064,0.11858966946601868,0.42408042906811744,0.4632416367530823,0.5027489544589306,0.8993786354523635,0.5078064052296274
4191,0.10030381381511688,0.4223343018098038,0.4379395544528961,0.5095013643476751,0.9105649863241432,0.5075059267154137
4318,0.09836673736572266,0.4208251604072902,0.44227224588394165,0.5060145726291466,0.9015607743027025,0.5201937876319274
4445,0.11009804904460907,0.4195144189965157,0.44906631112098694,0.5077295580395913,0.9127643802398717,0.5070746361958056
4572,0.17290599644184113,0.41846356583493094,0.4638024866580963,0.4991339822995345,0.9111536023860671,0.48682855210844195
4699,0.08290859311819077,0.41734920034283085,0.4453916549682617,0.5006033874114552,0.9004644209141789,0.4864528497714345
4826,0.11993616819381714,0.41593580195755314,0.42917829751968384,0.5145954451187645,0.9134668029816895,0.5252786302692394
4953,0.10810166597366333,0.41529233910143376,0.4671822488307953,0.5019176120458392,0.9006783814271783,0.5058566512753827
5080,0.10104528069496155,0.41429785724716317,0.44863080978393555,0.49185444731907724,0.9007051309068762,0.48352263769170734
5207,0.08022361248731613,0.41324032156848584,0.4505157470703125,0.4969413815879791,0.9105976647270861,0.49675685051906454
5334,0.08378054946660995,0.4126399640377574,0.4576064944267273,0.4945816998782825,0.9039125305901999,0.4885510684088155
5461,0.07224491238594055,0.4120895814005431,0.4649658799171448,0.5081601152277088,0.9127668500496976,0.5146736210220404
5588,0.09658342599868774,0.41127967806562543,0.45694661140441895,0.5052129873728016,0.900406666828161,0.5224437651409543
5715,0.10281799733638763,0.4103983080766586,0.4518052637577057,0.49817070891964366,0.8998226825790825,0.4960085640990738
5842,0.06561758369207382,0.41000428017693086,0.4683471620082855,0.49656227048013873,0.8999583143180625,0.4842058614241064
5969,0.06957320868968964,0.40965177262468,0.48193949460983276,0.49673712710462764,0.8986229808147511,0.4936309399322218
6096,0.13672204315662384,0.4087502211115103,0.43693289160728455,0.5013084189678424,0.9101249538080531,0.5030709755924899
6223,0.11484301835298538,0.40799837238873754,0.4460114538669586,0.5096511907576187,0.9129751106299999,0.5220363395877787
6350,0.06844079494476318,0.40754596806373916,0.4620570242404938,0.5079934851712729,0.911246412257111,0.5143731920756492
6477,0.0742216631770134,0.40662737599686605,0.45969685912132263,0.511123471158621,0.9098322139700484,0.5182737521800699
6604,0.11637000739574432,0.4070571678828679,0.49645718932151794,0.5119376978037339,0.9030378523441177,0.5190463575247832
6731,0.06814364343881607,0.40681849514681195,0.47281378507614136,0.5063637332801305,0.9010114482258104,0.5134938859120738
6858,0.08217214047908783,0.40654540866226346,0.4580850601196289,0.5122973698457215,0.913250938268065,0.5303299533742976
6985,0.07140805572271347,0.4061578728752781,0.4596382677555084,0.5090145719307382,0.910935588723163,0.512882097799786
7112,0.05107073113322258,0.4055016406309933,0.4431231617927551,0.5120767475451352,0.9101075382599315,0.5249436268740211
7239,0.08330980688333511,0.4049081523944004,0.44235119223594666,0.5083148902689129,0.9113145324505709,0.5287266594172502
7366,0.0681980773806572,0.40456602285474036,0.46132105588912964,0.5082656438440817,0.8989707834120311,0.5171807261557868
7493,0.0781230479478836,0.40432176321744917,0.47835296392440796,0.5171789564242978,0.9116492458847103,0.5187383151357683
7500,0.07201783359050751,0.40429771122734215,0.473597913980484,0.5113904308021201,0.9030124907869934,0.5155909250537688
