Iter,Train,Val_G,Val_L,Loss_Class,Loss_Box_Reg,Loss_Objectness,Loss_RPN_Box_Reg,AP50:95,AP50,AP75
1,1.4474729299545288,1.4306867923055375,1.4306868314743042,0.46635496616363525,0.17790424823760986,0.68875652551651,0.09767109155654907,0.008997979662269532,0.046552857621769736,0.00014469028389520782
127,0.6204774379730225,1.0208120077848435,0.6109372973442078,0.23839424550533295,0.3289310038089752,0.020584892481565475,0.023027053102850914,0.46384634643455847,0.8923216251033295,0.40496772408304316
254,0.51115882396698,0.8389022791669483,0.47508278489112854,0.1978764683008194,0.2548915147781372,0.01010940596461296,0.012205410748720169,0.5016576371323543,0.9060684264381382,0.49745752417374794
381,0.3977285921573639,0.7205238114510264,0.365388423204422,0.1622048020362854,0.18710331618785858,0.004367970395833254,0.011712335981428623,0.5781403236253703,0.9250630773086916,0.6978966758059182
508,0.3377155661582947,0.6404191149132592,0.3200003504753113,0.15997876226902008,0.14224809408187866,0.003502889769151807,0.014270578511059284,0.6348461086467778,0.9126536714366663,0.7815171694294527
635,0.27803152799606323,0.5869575668303739,0.3196498453617096,0.15916888415813446,0.1461184024810791,0.002717898692935705,0.011644653044641018,0.6024574606058474,0.9122128615613658,0.7639468098299911
762,0.27212852239608765,0.5393674344736703,0.25382664799690247,0.13312973082065582,0.11063140630722046,0.001744826091453433,0.008320680819451809,0.6937727890393331,0.9347585266113734,0.8569616711804297
889,0.24987396597862244,0.49822008777409793,0.21018864214420319,0.10702981799840927,0.09568347781896591,0.0014036999782547355,0.0060716536827385426,0.7095791970405079,0.9352111669359653,0.8571219430600017
1016,0.2233954668045044,0.46487507760997804,0.19811499118804932,0.1017303541302681,0.08975430577993393,0.0012159091420471668,0.0054144347086548805,0.7327921208141253,0.9261876259718739,0.8825833807872423
1143,0.21022959053516388,0.43946894513709206,0.2108137607574463,0.12122302502393723,0.08125458657741547,0.0008449837914668024,0.007491155993193388,0.7382268121728497,0.9282488701546554,0.9029160533638646
1270,0.18514934182167053,0.4155902934442093,0.17680378258228302,0.09626079350709915,0.07598927617073059,0.0007303119637072086,0.003823386738076806,0.7292962925769475,0.9282561199601943,0.893169982214139
1397,0.17483419179916382,0.39544953181452697,0.17390115559101105,0.09276394546031952,0.07589703053236008,0.0008668337832204998,0.004373336676508188,0.7503568919752021,0.9476834119703622,0.9125067189075033
1524,0.1622055470943451,0.376396847819234,0.14776460826396942,0.07954241335391998,0.06395243853330612,0.0005699148750863969,0.0036998847499489784,0.7780207708118364,0.9385683741773383,0.9163608638390616
1651,0.16004839539527893,0.3608735482911674,0.15907065570354462,0.08803007006645203,0.06562147289514542,0.0008446667925454676,0.0045744385570287704,0.7715052736810936,0.929295943743934,0.9170541636074301
1778,0.153075709939003,0.3470829175057865,0.15401406586170197,0.08651658147573471,0.06281039863824844,0.0011132180225104094,0.003573883790522814,0.7910737404871994,0.9483781671736197,0.9361226481799577
1905,0.1422250121831894,0.3351625868651484,0.15635763108730316,0.08967862278223038,0.062061745673418045,0.0008960622944869101,0.0037211936432868242,0.7758347624087519,0.9291625367142309,0.9075745584069026
2032,0.1340930312871933,0.3240119940280413,0.1456025093793869,0.08381015807390213,0.057692281901836395,0.0006189203122630715,0.003481146413832903,0.7726769754257148,0.9189180801968734,0.9081480077984362
2159,0.1310255080461502,0.3137165428331447,0.1386938840150833,0.075541652739048,0.059348881244659424,0.0005757094477303326,0.0032276203855872154,0.7979472657346118,0.9483307917161787,0.9277150986512628
2286,0.11956250667572021,0.30471816483632963,0.14274734258651733,0.08118969947099686,0.056696515530347824,0.000850092910695821,0.004011047538369894,0.7947706478150799,0.928858113593603,0.9074905831789715
